stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,intro.started,text.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,polygon.started,polygon.stopped,grating.started,key_resp.started,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,thanks.started,text_2.started,text_2.stopped,thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
60,0.5,1.0,63.33944720006548,,,,,,,,,63.324138100026175,63.33944720006548,63.83974290010519,63.823122600093484,63.823122600093484,64.12269109999761,64.32393170008436,right,1.0,0,0,0.487302599940449,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
61,0.5,1.5,64.33972930000164,,,,,,,,,64.32412280002609,64.33972930000164,64.84008200000972,64.82345340005122,64.82345340005122,65.12283560005017,65.34046249999665,left,-1.5,1,1,0.5061693000607193,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
62,0.5,1.5,65.35590120009147,,,,,,,,,65.34068650007248,65.35590120009147,65.85638510016724,65.83958599995822,65.83958599995822,66.13940540002659,66.37417059997097,right,1.5,1,1,0.5279736998490989,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
63,0.5,1.5,66.38958740001544,,,,,,,,,66.37438359996304,66.38958740001544,66.88975089997984,66.88975089997984,66.88975089997984,67.18935850006528,67.40727550000884,left,-1.5,1,1,0.5106480999384075,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
64,0.5,1.0,67.42275850009173,,,,,,,,,67.40747290011495,67.42275850009173,67.92337690014392,67.9066963000223,67.9066963000223,68.20600380003452,68.50723840016872,right,1.0,0,0,0.5851492001675069,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
65,0.5,1.5,68.52292670006864,,,,,,,,,68.50746570015326,68.52292670006864,69.02291060006246,69.02291060006246,69.02291060006246,69.32286790013313,69.49047020007856,left,-1.5,1,1,0.45507089979946613,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
66,0.5,1.5,69.50611930014566,,,,,,,,,69.490686400095,69.50611930014566,70.00621370016597,69.98967020004056,69.98967020004056,70.28954010014422,70.49075870006345,left,-1.5,1,1,0.48985949996858835,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
67,0.5,1.5,70.50604380015284,,,,,,,,,70.49096700013615,70.50604380015284,71.0063748001121,70.98993199993856,70.98993199993856,71.2892285999842,71.67399349994957,right,1.5,1,1,0.675325799966231,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
68,0.5,1.0,71.68957310006954,,,,,,,,,71.67419850011356,71.68957310006954,72.18959810002707,72.18959810002707,72.18959810002707,72.48962650005706,72.69069980015047,left,-1.0,1,1,0.49848819989711046,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
69,0.5,1.0,72.70626770006493,,,,,,,,,72.69089170009829,72.70626770006493,73.2064755000174,73.2064755000174,73.2064755000174,73.50594360008836,73.72405489999801,right,1.0,1,1,0.5022941001225263,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
70,0.5,1.0,73.73942840006202,,,,,,,,,73.72426429996267,73.73942840006202,74.23979960009456,74.23979960009456,74.23979960009456,74.53960609994829,74.87409740011208,right,1.0,1,1,0.6247837000992149,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
71,0.5,1.0,74.88926810002886,,,,,,,,,74.87430880009197,74.88926810002886,75.38974600005895,75.38974600005895,75.38974600005895,75.68923739995807,76.14093969995156,left,-1.0,0,0,0.7426187999080867,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
72,0.5,1.5,76.15585510013625,,,,,,,,,76.14114710013382,76.15585510013625,76.65609110007063,76.65609110007063,76.65609110007063,76.95539030013606,77.20650520012714,right,1.5,1,1,0.5374860998708755,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
73,0.5,1.5,77.22236560005695,,,,,,,,,77.20669959997758,77.22236560005695,77.72242540004663,77.70613720011897,77.70613720011897,78.00570990005508,78.57305290014483,right,1.5,1,1,0.8578876000829041,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
